Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments
Post_3067,TikTok,#Comedy,Video,Japan,170439,237078,45468,45149
Post_3069,Instagram,#Music,Reel,Brazil,961891,487176,12329,34064
Post_3076,YouTube,#Gaming,Video,Australia,2488678,87494,30237,19414
Post_3077,YouTube,#Fashion,Video,Germany,3340718,351694,14602,17845
Post_3079,YouTube,#Fitness,Live Stream,India,3874541,325908,68520,3286
Post_3080,YouTube,#Dance,Live Stream,India,4659825,163124,24416,5516
Post_3081,TikTok,#Tech,Video,Australia,2056875,483813,54265,10201
Post_3082,TikTok,#Challenge,Live Stream,Japan,1729099,214293,85464,23680
Post_3090,Instagram,#Fitness,Post,Brazil,4548249,326779,68925,15219
Post_3094,Instagram,#Music,Live Stream,USA,2511024,62511,61932,3768
Post_3101,TikTok,#Comedy,Video,Canada,660799,409848,69179,3207
Post_3102,Instagram,#Dance,Live Stream,Canada,156951,408508,7362,30622
Post_3103,Instagram,#Fitness,Live Stream,UK,3159453,460909,52610,20708
Post_3104,YouTube,#Comedy,Live Stream,Germany,1873915,167714,51035,35133
Post_3108,TikTok,#Music,Video,India,244108,178981,59828,38033
Post_3111,Instagram,#Music,Reel,Australia,3133920,214076,33445,23364
Post_3119,Instagram,#Fashion,Live Stream,Australia,4588344,458754,69225,2083
Post_3120,TikTok,#Education,Live Stream,Brazil,3053446,220668,9671,40811
Post_3121,TikTok,#Fashion,Live Stream,Germany,1730197,376526,25378,36469
Post_3125,Instagram,#Fashion,Reel,Japan,2202961,39829,39612,33557
Post_3126,TikTok,#Viral,Video,Canada,1877441,110030,2062,22105
Post_3127,Instagram,#Tech,Live Stream,UK,2316030,473612,67470,39461
Post_3129,TikTok,#Music,Video,Japan,4096259,355421,35317,8773
Post_3130,YouTube,#Fashion,Live Stream,Canada,4485690,428585,35124,26006
Post_3131,TikTok,#Comedy,Live Stream,Brazil,4129059,10779,49769,49608
Post_3136,TikTok,#Challenge,Live Stream,Australia,1108583,156718,15931,27325
Post_3140,Instagram,#Tech,Live Stream,UK,1800642,446765,97999,9762
Post_3144,Twitter,#Challenge,Video,Brazil,1927040,160622,93396,5725
Post_3162,TikTok,#Gaming,Live Stream,Brazil,496567,260126,47936,7127
Post_3166,TikTok,#Education,Video,UK,1616973,258225,21629,6932
Post_3167,Instagram,#Education,Post,USA,3692899,333304,64397,41206
Post_3171,Twitter,#Tech,Tweet,Japan,1262732,476695,34147,6539
Post_3173,TikTok,#Fashion,Live Stream,Japan,2216863,499147,11602,4513
Post_3174,TikTok,#Tech,Video,India,3847940,382933,33818,35325
Post_3175,TikTok,#Tech,Live Stream,UK,431450,299277,88023,22378
Post_3177,Twitter,#Education,Tweet,Brazil,4747512,453977,51450,12085
Post_3183,Instagram,#Gaming,Live Stream,Brazil,4004484,28922,67896,39287
Post_3187,YouTube,#Dance,Live Stream,Japan,3524578,205017,50107,46380
Post_3188,Twitter,#Comedy,Tweet,Australia,811909,267877,99635,33755
Post_3191,Instagram,#Gaming,Live Stream,USA,2605580,295265,43546,18596
Post_3197,Instagram,#Education,Reel,Australia,3413756,181553,21480,3465
Post_3199,Instagram,#Dance,Post,Canada,1145849,287542,90299,42322
Post_3200,Twitter,#Challenge,Video,Canada,588305,355237,85558,1657
Post_3203,YouTube,#Education,Video,UK,4806719,334394,46223,41057
Post_3206,YouTube,#Fashion,Video,Australia,1269726,270115,42913,11512
Post_3208,Instagram,#Challenge,Post,India,4431107,465657,33665,5015
Post_3209,YouTube,#Challenge,Live Stream,Germany,4020489,25700,44736,49114
Post_3211,YouTube,#Viral,Video,USA,556692,349917,96965,6379
Post_3213,Instagram,#Challenge,Live Stream,Germany,827453,98572,86466,22004
Post_3215,Twitter,#Music,Video,UK,1468817,150762,99579,1486
Post_3217,TikTok,#Tech,Live Stream,Germany,4508915,87132,11145,1464
Post_3220,Twitter,#Viral,Video,USA,3841456,348089,61193,14943
Post_3222,Instagram,#Tech,Reel,Australia,604410,281512,29457,28963
Post_3225,YouTube,#Dance,Video,Brazil,3411739,218368,44457,4186
Post_3229,Twitter,#Comedy,Tweet,Brazil,1042784,488595,87749,45019
Post_3230,Instagram,#Education,Post,USA,4873492,97181,19120,23324
Post_3232,Instagram,#Music,Reel,USA,1227035,90647,96551,30875
Post_3233,Instagram,#Challenge,Live Stream,Brazil,2940609,417021,8144,10445
Post_3247,Instagram,#Education,Post,Brazil,4326229,246832,39479,26490
Post_3248,Twitter,#Education,Tweet,Canada,201981,55618,13695,20734
Post_3250,YouTube,#Education,Video,Australia,4708328,342492,97455,25920
Post_3252,Instagram,#Education,Reel,India,4566449,141902,86919,12914
Post_3254,TikTok,#Challenge,Live Stream,Australia,1788144,111600,71519,19673
Post_3257,YouTube,#Tech,Video,Australia,283090,227556,13764,23089
Post_3258,Instagram,#Tech,Reel,Australia,276749,409709,41368,1705
Post_3259,Instagram,#Fitness,Live Stream,UK,2872146,421936,20418,15861
Post_3264,YouTube,#Viral,Live Stream,Japan,783895,430648,37387,35805
Post_3266,Instagram,#Gaming,Live Stream,Australia,4616223,304084,26970,23126
Post_3272,Instagram,#Fashion,Reel,Germany,623920,217601,92282,15725
Post_3273,TikTok,#Dance,Live Stream,UK,1304376,422027,65465,8210
Post_3275,Instagram,#Tech,Post,Brazil,384054,131704,17338,882
Post_3276,YouTube,#Education,Video,USA,2852085,87799,92729,24975
Post_3283,Instagram,#Education,Post,Canada,1020700,433852,77135,31850
Post_3284,TikTok,#Tech,Live Stream,Brazil,3269635,169488,24750,4980
Post_3285,Instagram,#Viral,Live Stream,India,39781,423500,50945,34819
Post_3286,Instagram,#Fashion,Post,Japan,97690,412823,75641,11702
Post_3290,TikTok,#Gaming,Live Stream,Brazil,2798360,63857,99902,10497
Post_3291,Instagram,#Viral,Reel,Japan,1748866,327009,18316,21361
Post_3292,Twitter,#Dance,Video,India,787450,213237,54881,48926
Post_3293,Instagram,#Fitness,Reel,Japan,4883378,87676,14621,26540
Post_3296,Twitter,#Gaming,Tweet,India,1304797,347996,28393,10689
Post_3297,TikTok,#Dance,Live Stream,Germany,3129394,231607,32444,7906
Post_3299,TikTok,#Dance,Video,India,1251162,39272,23630,41190
Post_3302,YouTube,#Dance,Live Stream,Brazil,2805305,306993,7673,3899
Post_3306,Instagram,#Comedy,Reel,Japan,3613144,231529,75728,6741
Post_3308,TikTok,#Gaming,Live Stream,Japan,2850412,274406,31047,30406
Post_3309,TikTok,#Challenge,Video,Germany,1043395,134984,35106,42823
Post_3310,Instagram,#Fitness,Live Stream,Germany,1438981,309626,19111,19443
Post_3311,Instagram,#Viral,Live Stream,Brazil,478152,134611,34849,19291
Post_3313,YouTube,#Viral,Live Stream,Brazil,1635786,455104,37331,18693
Post_3318,Instagram,#Education,Reel,Canada,812354,499312,94311,6281
Post_3320,Instagram,#Music,Post,UK,2537706,119745,44035,24671
Post_3321,YouTube,#Fitness,Live Stream,Germany,3932748,87418,69326,40766
Post_3327,Instagram,#Education,Post,USA,2470375,91574,67902,15922
Post_3328,Twitter,#Music,Video,UK,142941,276752,69452,37422
Post_3329,YouTube,#Challenge,Live Stream,Brazil,2041537,129066,16337,23221
Post_3332,TikTok,#Comedy,Video,Australia,3568414,383162,46613,19654
Post_3335,Instagram,#Tech,Post,Germany,2875293,19233,44540,47447
Post_3337,Twitter,#Dance,Tweet,UK,4768756,256086,82449,1031
Post_3338,Twitter,#Fashion,Tweet,USA,4410251,71562,5400,5899
Post_3339,TikTok,#Fashion,Video,India,314380,381858,20552,7705
Post_3340,Twitter,#Gaming,Tweet,Japan,2386028,156812,98830,38728
Post_3341,TikTok,#Dance,Live Stream,Brazil,3321611,491842,23554,45190
Post_3344,TikTok,#Music,Live Stream,Australia,4335992,62946,46878,853
Post_3353,TikTok,#Comedy,Live Stream,UK,387046,240559,15013,4022
Post_3356,Instagram,#Music,Reel,Canada,3725186,349303,22384,21451
Post_3361,TikTok,#Dance,Video,Japan,2454286,354703,79037,15832
Post_3362,Instagram,#Comedy,Post,Japan,1722355,236274,45770,40757
Post_3365,Instagram,#Tech,Reel,Brazil,528143,357050,25187,1365
Post_3367,Instagram,#Gaming,Post,Japan,1252622,38532,98666,12777
Post_3372,TikTok,#Tech,Video,Japan,1042317,269878,29285,42348
Post_3375,Instagram,#Viral,Live Stream,USA,955722,315687,77050,46526
Post_3376,Instagram,#Fitness,Live Stream,USA,153498,362887,45894,46622
Post_3378,Instagram,#Music,Reel,UK,2184869,12871,32688,47224
Post_3379,YouTube,#Viral,Live Stream,Germany,2339949,121903,24944,33945
Post_3384,Instagram,#Viral,Live Stream,Japan,3661315,389654,63439,49862
Post_3385,Instagram,#Comedy,Post,USA,1663117,471900,960,24601
Post_3388,YouTube,#Viral,Live Stream,USA,1902123,407452,53872,49399
Post_3389,Twitter,#Gaming,Tweet,UK,108003,61573,84514,16464
Post_3391,YouTube,#Education,Live Stream,Canada,4748216,246709,68731,18537
Post_3396,Instagram,#Tech,Live Stream,USA,4053392,221994,56470,5057
Post_3398,Instagram,#Gaming,Live Stream,Canada,4530813,129661,92531,42840
Post_3399,TikTok,#Fashion,Video,Canada,995769,32736,66718,23569
Post_3400,TikTok,#Viral,Video,Brazil,705147,61971,67431,44195
Post_3409,TikTok,#Fashion,Video,Japan,1550135,286055,58240,41716
Post_3416,YouTube,#Education,Live Stream,Germany,4901555,191788,33946,23322
Post_3417,YouTube,#Dance,Live Stream,India,4208579,63502,18314,39729
Post_3422,Instagram,#Viral,Live Stream,Brazil,2018387,316555,60967,2987
Post_3425,TikTok,#Music,Live Stream,Australia,4710683,186594,81646,5540
Post_3426,TikTok,#Tech,Live Stream,Brazil,4565376,202584,40628,42222
Post_3427,Instagram,#Gaming,Post,India,2460263,108243,73742,33958
Post_3429,YouTube,#Fitness,Live Stream,India,4217451,78361,96864,20204
Post_3430,Instagram,#Gaming,Post,UK,4503859,296994,31652,33525
Post_3431,Instagram,#Gaming,Reel,Australia,513332,455793,97926,29388
Post_3435,Instagram,#Challenge,Reel,Canada,2732791,118006,19060,32402
Post_3437,YouTube,#Gaming,Live Stream,India,2898290,53307,32466,37220
Post_3438,TikTok,#Viral,Video,Japan,199708,485528,56352,21395
Post_3439,TikTok,#Fashion,Video,USA,4343078,189948,84123,47931
Post_3446,Instagram,#Education,Live Stream,Germany,926712,424010,3881,40154
Post_3448,Twitter,#Comedy,Video,USA,1454570,203603,83604,40192
Post_3450,Twitter,#Viral,Video,Brazil,3839871,326965,84031,39720
Post_3452,TikTok,#Tech,Video,USA,42222,103726,76576,30215
Post_3453,Instagram,#Fashion,Post,India,4048901,50694,92406,8402
Post_3454,TikTok,#Viral,Live Stream,Australia,705135,126785,67006,35860
Post_3455,Instagram,#Challenge,Post,Brazil,3253451,65643,21278,14353
Post_3459,Instagram,#Tech,Post,Germany,127793,40339,80645,23618
Post_3463,Twitter,#Dance,Video,India,3360585,236038,32101,22848
Post_3465,TikTok,#Challenge,Live Stream,Canada,912265,111049,54953,692
Post_3470,Twitter,#Viral,Video,USA,4743356,295952,77148,30831
Post_3471,TikTok,#Education,Live Stream,UK,3692645,319764,11677,32150
Post_3474,YouTube,#Viral,Video,Australia,3242568,193072,70245,36723
Post_3475,YouTube,#Gaming,Live Stream,USA,589546,124089,14148,29003
Post_3478,TikTok,#Music,Video,Japan,311403,433352,88133,31302
Post_3480,Instagram,#Tech,Post,UK,3402750,453691,25559,1846
Post_3481,TikTok,#Fitness,Live Stream,India,1998816,141958,6106,24332
Post_3485,Instagram,#Viral,Post,India,2043510,481273,53976,25707
Post_3490,TikTok,#Dance,Live Stream,USA,3490507,263206,35586,43856
Post_3491,Twitter,#Dance,Video,Canada,3212719,63977,71876,17859
Post_3492,Twitter,#Tech,Video,Brazil,2130392,439842,98469,10668
Post_3505,Twitter,#Tech,Tweet,Australia,4194567,355889,45483,41379
Post_3506,Instagram,#Music,Live Stream,UK,3211977,47868,69676,23438
Post_3507,Twitter,#Music,Video,UK,2091593,251061,54282,8417
Post_3510,TikTok,#Viral,Video,UK,3339745,201598,407,39789
Post_3512,Instagram,#Gaming,Reel,Japan,2956646,230844,11370,12565
Post_3516,Instagram,#Viral,Live Stream,India,1110655,290104,57393,23702
Post_3517,YouTube,#Fashion,Live Stream,Brazil,4699828,232194,56314,48442
Post_3518,Twitter,#Dance,Tweet,UK,4291403,75036,34142,4287
Post_3519,Twitter,#Music,Tweet,Brazil,1788507,317765,72441,25739
Post_3521,Twitter,#Gaming,Tweet,India,2047224,191543,60305,25760
Post_3528,Instagram,#Challenge,Reel,Australia,1473168,236845,44426,19742
Post_3531,Instagram,#Viral,Post,Japan,1460320,474886,32537,17147
Post_3533,TikTok,#Viral,Video,USA,3940590,305113,81654,653
Post_3534,Instagram,#Fashion,Post,India,4852257,464130,22228,5534
Post_3535,Twitter,#Music,Tweet,India,358699,140507,3318,44969
Post_3536,Twitter,#Viral,Video,Japan,3427187,181331,86148,40805
Post_3538,TikTok,#Dance,Video,Australia,2918054,327020,56605,19856
Post_3540,Instagram,#Fitness,Post,Canada,2899386,288198,97504,29093
Post_3542,Instagram,#Fitness,Live Stream,Brazil,4037427,201579,92106,34502
Post_3544,YouTube,#Gaming,Live Stream,Germany,4823989,371565,68385,651
Post_3545,Twitter,#Viral,Video,Germany,1821754,387423,15647,24140
Post_3546,Twitter,#Gaming,Tweet,Brazil,2486494,255155,82101,13603
Post_3547,Instagram,#Tech,Post,UK,2709554,483418,35675,6041
Post_3548,Instagram,#Music,Live Stream,India,1757386,22752,36095,37939
Post_3550,TikTok,#Dance,Live Stream,Brazil,4418286,148190,86796,12385
Post_3552,Twitter,#Fashion,Tweet,Germany,949285,440011,54101,15221
Post_3553,Instagram,#Fitness,Live Stream,Australia,2355608,335201,89190,47165
Post_3557,TikTok,#Comedy,Video,Brazil,2508707,218230,85351,34203
Post_3564,TikTok,#Viral,Live Stream,Australia,416025,491045,32527,46053
Post_3567,TikTok,#Education,Live Stream,Japan,2634629,384890,74662,29355
Post_3571,Instagram,#Viral,Post,Germany,4007626,296181,64879,9812
Post_3574,TikTok,#Fitness,Video,Canada,311340,294623,67461,44987
Post_3576,YouTube,#Tech,Video,Germany,1868860,495678,1511,35019
Post_3579,Twitter,#Tech,Video,USA,1777426,55185,14532,34839
Post_3581,YouTube,#Fitness,Video,Brazil,3227162,30996,42925,10029
Post_3583,Instagram,#Fitness,Live Stream,Australia,1294997,23756,95096,36485
Post_3589,Twitter,#Challenge,Video,UK,1062762,235851,32368,25476
Post_3591,Instagram,#Dance,Post,UK,2647054,41257,39244,9813
Post_3593,Twitter,#Challenge,Video,USA,3345099,77768,80093,13493
Post_3595,TikTok,#Dance,Live Stream,Australia,1939306,200131,76077,45583
Post_3597,Instagram,#Education,Reel,USA,3570669,376435,42008,15701
Post_3602,Instagram,#Education,Reel,Germany,2535862,93339,72820,2828
Post_3603,Instagram,#Gaming,Post,Japan,2408561,311453,91334,6412
Post_3604,TikTok,#Dance,Video,Brazil,4997284,394892,60213,17338
Post_3605,Instagram,#Challenge,Live Stream,Canada,1700132,81658,81466,33991
Post_3609,YouTube,#Fashion,Live Stream,Brazil,2279824,125773,37449,35173
Post_3612,Instagram,#Fitness,Post,Japan,2940522,25740,72776,35407
Post_3613,Instagram,#Music,Reel,Australia,2100416,225017,46803,12290
Post_3616,TikTok,#Gaming,Video,Germany,710098,130766,40070,24168
Post_3618,Twitter,#Fitness,Video,Australia,1145112,347150,33144,42026
Post_3623,Twitter,#Education,Video,Germany,2902674,483312,1975,30485
Post_3630,YouTube,#Education,Live Stream,UK,3494576,237558,81164,28918
Post_3632,Instagram,#Music,Live Stream,Australia,2714339,195676,96044,18591
Post_3633,Instagram,#Education,Reel,India,4625228,96042,96828,30562
Post_3635,Instagram,#Education,Post,Brazil,2093646,289340,34851,10245
Post_3638,YouTube,#Dance,Video,UK,4959895,201881,18714,47196
Post_3640,TikTok,#Music,Video,India,1003490,190310,21357,39466
Post_3641,YouTube,#Gaming,Live Stream,Germany,4180692,226583,1936,17539
Post_3643,TikTok,#Dance,Video,UK,4081405,420595,51812,27954
Post_3647,TikTok,#Gaming,Live Stream,Brazil,2383029,440705,40948,48430
Post_3649,TikTok,#Tech,Live Stream,Canada,150156,346163,53670,17309
Post_3652,Instagram,#Challenge,Post,USA,2446014,30223,88394,2447
Post_3653,Instagram,#Comedy,Reel,Canada,3699879,213072,16388,34755
Post_3658,Instagram,#Fitness,Live Stream,Germany,1058506,361715,51528,5422
Post_3661,Instagram,#Comedy,Live Stream,Germany,1724155,458079,9417,48609
Post_3662,TikTok,#Fashion,Live Stream,Canada,560795,11735,2475,2473
Post_3665,Instagram,#Fashion,Live Stream,UK,2103231,265912,65039,38575
Post_3669,YouTube,#Viral,Video,UK,4774185,22677,53104,22023
Post_3670,Instagram,#Education,Post,Germany,1147497,407471,29168,7518
Post_3671,Instagram,#Fashion,Post,Australia,231868,131318,92253,28352
Post_3675,Twitter,#Fitness,Tweet,Japan,4309390,362837,17128,25765
Post_3681,Instagram,#Dance,Post,Australia,3989657,351332,76680,36031
Post_3683,Twitter,#Challenge,Tweet,Japan,4654777,94417,20561,44245
Post_3685,Instagram,#Fashion,Live Stream,Australia,4375990,99936,80353,3006
Post_3687,YouTube,#Tech,Live Stream,UK,5467,337597,79716,33748
Post_3688,Instagram,#Fashion,Post,Canada,2241319,22674,17632,11763
Post_3690,TikTok,#Tech,Live Stream,Germany,702805,426213,6952,12284
Post_3695,Twitter,#Tech,Video,UK,457477,157733,80500,34374
Post_3696,Twitter,#Tech,Video,Canada,651638,88078,98083,27044
Post_3699,Twitter,#Music,Video,UK,713028,337203,25042,4682
Post_3704,TikTok,#Dance,Live Stream,India,487342,207862,37985,34639
Post_3707,Twitter,#Dance,Video,USA,3721811,165042,49187,13883
Post_3719,Instagram,#Education,Reel,Australia,1794640,12648,44721,13884
Post_3720,Instagram,#Education,Post,Japan,3179233,185039,69942,48453
Post_3721,Twitter,#Fashion,Video,Australia,2112062,123124,70698,21339
Post_3722,YouTube,#Education,Live Stream,UK,4010273,247450,19950,8264
Post_3724,YouTube,#Fitness,Video,Germany,2400911,46562,36026,24905
Post_3725,YouTube,#Gaming,Video,India,2694418,415576,79914,6931
Post_3731,Twitter,#Education,Tweet,UK,3207258,462611,63427,11223
Post_3735,Instagram,#Comedy,Post,USA,2260606,421644,22322,46373
Post_3737,YouTube,#Fitness,Live Stream,UK,4221129,221432,27097,44357
Post_3738,Twitter,#Gaming,Tweet,USA,2891867,16756,88760,44092
Post_3739,Instagram,#Education,Post,USA,3387989,297965,12405,47576
Post_3744,YouTube,#Viral,Live Stream,UK,654308,395218,70016,43978
Post_3746,Instagram,#Comedy,Post,UK,2703906,151587,84813,5219
Post_3747,TikTok,#Dance,Video,USA,23356,253576,512,15923
Post_3761,Instagram,#Comedy,Reel,Canada,4337899,360339,90144,26248
Post_3764,Instagram,#Tech,Live Stream,Germany,3215735,372038,50812,33493
Post_3767,Instagram,#Viral,Live Stream,India,1405081,174642,70414,820
Post_3773,YouTube,#Dance,Video,Australia,2388341,286756,98722,44285
Post_3774,YouTube,#Fitness,Live Stream,India,2662468,395901,43291,11180
Post_3776,Twitter,#Fashion,Tweet,Brazil,1758597,230467,79259,7925
Post_3779,TikTok,#Fashion,Live Stream,India,3922765,98519,13450,23794
Post_3780,TikTok,#Comedy,Video,Australia,2534406,227500,22953,8757
Post_3781,Twitter,#Viral,Video,Australia,1066350,103339,72555,6292
Post_3784,Twitter,#Gaming,Video,USA,4988828,277908,26528,34206
Post_3785,Twitter,#Challenge,Tweet,India,4956068,390506,15516,5293
Post_3788,Instagram,#Comedy,Live Stream,Canada,1831366,219055,32009,33612
Post_3789,Twitter,#Gaming,Video,USA,3880037,60397,71412,49228
Post_3790,Instagram,#Dance,Post,India,4002076,199918,60118,5823
Post_3792,Twitter,#Viral,Tweet,Canada,3747143,10641,12421,41367
Post_3794,Instagram,#Education,Reel,UK,4410645,274766,45283,9010
Post_3795,Twitter,#Education,Video,USA,2570250,54434,41385,16714
Post_3805,Instagram,#Dance,Post,Brazil,3596292,173815,46684,30679
Post_3810,YouTube,#Tech,Live Stream,Germany,2795713,379408,236,19445
Post_3822,Instagram,#Challenge,Live Stream,USA,3734090,477638,19503,13683
Post_3823,TikTok,#Fashion,Video,Canada,4057482,290718,88697,48722
Post_3825,Twitter,#Gaming,Tweet,Brazil,2444116,438663,38040,36359
Post_3832,Instagram,#Fitness,Reel,India,1521329,324725,63572,46365
Post_3834,Instagram,#Fashion,Post,UK,1952016,9304,91696,2329
Post_3836,TikTok,#Fashion,Live Stream,Japan,2407138,439022,12270,28761
Post_3839,TikTok,#Fashion,Live Stream,Australia,2076350,109351,36430,20601
Post_3840,Instagram,#Dance,Post,Canada,1699359,78852,19916,1843
Post_3842,TikTok,#Tech,Video,Brazil,112432,104899,35468,38042
Post_3848,Twitter,#Comedy,Tweet,Australia,1126747,490312,30079,26934
Post_3850,Instagram,#Fashion,Reel,Australia,4165262,271304,50757,28623
Post_3851,Instagram,#Tech,Post,USA,1563039,135115,16789,43702
Post_3854,Instagram,#Music,Reel,Australia,531906,423823,33666,9162
Post_3856,Twitter,#Tech,Tweet,UK,3182568,154491,70768,15216
Post_3858,Twitter,#Fitness,Tweet,Japan,4694072,364519,55324,20924
Post_3859,Twitter,#Fashion,Video,Brazil,1802668,290040,25559,1638
Post_3860,YouTube,#Fashion,Live Stream,Germany,2888639,155660,55476,37832
Post_3862,Twitter,#Comedy,Video,Germany,295470,303723,803,3736
Post_3864,YouTube,#Fashion,Video,Brazil,4672087,123172,32997,19286
Post_3869,YouTube,#Viral,Live Stream,UK,3036543,8922,11495,2819
Post_3871,TikTok,#Tech,Video,Australia,4261094,414331,77016,34159
Post_3872,Instagram,#Fashion,Post,Brazil,2317238,96203,65181,21178
Post_3877,YouTube,#Comedy,Live Stream,UK,4238088,464704,79303,38696
Post_3883,YouTube,#Fashion,Live Stream,Germany,3641903,445354,53037,37796
Post_3884,Twitter,#Fashion,Tweet,India,3397817,471014,75767,31710
Post_3886,Instagram,#Dance,Live Stream,USA,1489412,259640,31561,24249
Post_3888,Instagram,#Gaming,Post,Germany,4540208,23381,72573,20823
Post_3891,Instagram,#Challenge,Post,Brazil,2727232,201268,17759,4275
Post_3892,YouTube,#Fashion,Video,India,1749243,139816,95490,3867
Post_3894,Twitter,#Comedy,Tweet,USA,4542486,335370,7455,42264
Post_3895,Twitter,#Tech,Tweet,Canada,349955,162950,22102,26115
Post_3897,Twitter,#Dance,Tweet,India,759536,388100,89052,38951
Post_3898,Instagram,#Education,Post,Australia,870453,38904,71532,942
Post_3899,TikTok,#Dance,Live Stream,Australia,3217287,341230,50413,1801
Post_3912,Twitter,#Fitness,Tweet,Australia,2064375,166788,9163,22734
Post_3914,Instagram,#Challenge,Live Stream,Brazil,1482758,35680,95504,33046
Post_3917,Instagram,#Music,Post,India,2397124,484304,78146,4295
Post_3919,Instagram,#Comedy,Live Stream,Brazil,3335191,445929,16257,7451
Post_3921,TikTok,#Music,Live Stream,Brazil,1210794,86602,90843,3257
Post_3926,YouTube,#Comedy,Video,UK,4381970,300506,49105,1905
Post_3927,Instagram,#Fitness,Live Stream,USA,39409,71007,41600,46694
Post_3928,Instagram,#Fitness,Post,Brazil,3499748,84192,50937,40619
Post_3930,Twitter,#Fitness,Video,Brazil,4021988,496947,98292,6829
Post_3931,Instagram,#Dance,Reel,USA,4255189,351819,3829,20387
Post_3934,TikTok,#Comedy,Video,Japan,631935,263783,3049,40556
Post_3936,TikTok,#Dance,Live Stream,USA,4661813,48452,12647,2749
Post_3937,YouTube,#Music,Live Stream,India,4153771,162185,6853,26355
Post_3939,YouTube,#Music,Video,Germany,141033,325404,4011,41320
Post_3940,YouTube,#Fitness,Video,USA,1058655,486037,47060,4660
Post_3941,Instagram,#Dance,Live Stream,Canada,2030560,466132,51434,46110
Post_3942,Instagram,#Tech,Post,Canada,234535,251440,28477,22111
Post_3944,Instagram,#Viral,Live Stream,Brazil,2476219,352894,54154,45066
Post_3948,YouTube,#Tech,Live Stream,USA,3857226,337967,30773,37272
Post_3950,YouTube,#Comedy,Live Stream,Australia,975369,208583,6013,40027
Post_3953,TikTok,#Viral,Video,UK,4887642,267244,25145,15083
Post_3955,Twitter,#Fitness,Video,Germany,2832427,190157,12005,1268
Post_3957,YouTube,#Education,Video,UK,2810890,230790,78827,2669
Post_3958,Instagram,#Dance,Post,Brazil,26531,366987,95517,48128
Post_3962,YouTube,#Fitness,Video,Canada,2980877,460881,87021,98
Post_3967,YouTube,#Challenge,Live Stream,India,831664,281099,74034,35394
Post_3972,YouTube,#Music,Live Stream,Brazil,1296974,92749,71374,20625
Post_3976,TikTok,#Tech,Video,Germany,1600077,129716,2790,14896
Post_3977,Twitter,#Gaming,Tweet,Australia,4518205,36025,67055,4213
Post_3980,Twitter,#Music,Tweet,Japan,440358,161015,16528,37265
Post_3983,Instagram,#Viral,Live Stream,Canada,4388298,330555,48407,35648
Post_3986,YouTube,#Music,Live Stream,Brazil,1550445,472372,85121,11599
Post_3994,Twitter,#Music,Video,India,722275,356481,92576,5159
Post_3999,YouTube,#Fashion,Video,Australia,4045897,414208,96075,26070
Post_4001,Instagram,#Fashion,Reel,UK,37868,454927,20602,4792
Post_4002,Instagram,#Comedy,Live Stream,Canada,4239953,55663,86769,31454
Post_4004,Instagram,#Fitness,Reel,Australia,309913,233668,86886,20588
Post_4007,TikTok,#Viral,Video,Canada,1424172,220254,90996,21734
Post_4010,Twitter,#Comedy,Tweet,Japan,1202451,311058,69740,38106
Post_4012,YouTube,#Comedy,Video,Brazil,2253765,438727,59697,16032
Post_4013,YouTube,#Dance,Video,Brazil,4489207,200223,76908,15045
Post_4015,TikTok,#Viral,Video,Canada,4428383,105620,55893,8168
Post_4018,TikTok,#Fashion,Video,Brazil,110071,424227,44869,1792
Post_4022,Instagram,#Dance,Live Stream,Brazil,853710,449205,79352,18209
Post_4025,YouTube,#Tech,Live Stream,Canada,3461714,492070,41239,14029
Post_4028,YouTube,#Fashion,Video,USA,4855651,304813,25847,27390
Post_4030,Instagram,#Gaming,Post,India,3428164,338911,99243,18226
Post_4032,Instagram,#Education,Post,UK,2322338,344964,48344,19822
Post_4033,YouTube,#Challenge,Video,UK,1546514,462049,10948,5720
Post_4034,Instagram,#Dance,Post,Japan,3236693,354205,98081,45380
Post_4037,TikTok,#Dance,Video,Australia,892935,148751,17295,25141
Post_4038,Twitter,#Tech,Video,USA,4274005,260121,42176,33715
Post_4040,YouTube,#Music,Live Stream,Australia,440801,435945,79651,6051
Post_4041,Twitter,#Tech,Tweet,Brazil,1357441,388944,62108,22302
Post_4042,Instagram,#Fitness,Post,Germany,613581,340814,15805,34558
Post_4043,TikTok,#Fitness,Video,Brazil,4155659,447547,81762,7354
Post_4045,TikTok,#Fitness,Live Stream,Canada,4561998,433892,13968,41674
Post_4046,TikTok,#Comedy,Video,Canada,1258147,114548,75062,5195
Post_4047,YouTube,#Fitness,Live Stream,Japan,759304,289598,90867,28354
Post_4048,TikTok,#Fitness,Video,USA,4035840,146142,67286,46736
Post_4049,TikTok,#Viral,Live Stream,Australia,473117,177746,40508,10764
Post_4052,Instagram,#Viral,Live Stream,Brazil,3442649,448032,36711,48874
Post_4054,TikTok,#Education,Video,Japan,4326820,253332,19538,26317
Post_4057,YouTube,#Fitness,Live Stream,UK,318153,139099,36928,11688
Post_4059,YouTube,#Gaming,Video,Brazil,2035129,76855,3962,13400
Post_4060,Twitter,#Music,Tweet,UK,2722178,260133,32788,48301
Post_4066,Instagram,#Fashion,Post,Brazil,3344955,143212,81068,21258
Post_4067,YouTube,#Challenge,Live Stream,Australia,2300705,446587,11396,12186
