Platform,Hashtag,Content_Type,Impressions,Views,Likes,Shares,Comments,Engagement_Rate
Facebook,Beauty,Photo,114547,87274,9203,9061,2016,0.2324
TikTok,Challenge,Photo,125278,90224,10277,5340,6398,0.244
TikTok,Education,Video,80656,68240,6508,4174,893,0.1696
Twitter,Challenge,Photo,169678,89563,8571,4265,4195,0.1902
Instagram,Comedy,Video,72651,72210,7224,5054,3588,0.2197
Facebook,Beauty,Text,102163,78604,13201,82,3382,0.212
Facebook,Tech,Carrousel,119904,82536,7983,5024,5471,0.2239
Facebook,Comedy,Video,90779,54399,3303,1781,664,0.1057
Instagram,Beauty,Video,131257,90549,16798,5408,1264,0.2592
TikTok,Education,Video,126003,99122,8814,4361,4544,0.1788
Instagram,Gaming,Video,92199,90592,7149,1057,5674,0.1532
Facebook,Music,Photo,112833,96643,10588,6907,5737,0.2404
Twitter,Beauty,Carrousel,122642,63398,7647,4475,135,0.1933
Twitter,Comedy,Text,117407,64175,5836,297,5643,0.1835
TikTok,Fitness,Photo,55239,49830,9314,57,2683,0.2419
TikTok,Tech,Video,137728,94970,18525,2316,2471,0.2455
Instagram,Education,Carrousel,109929,97298,11334,167,6217,0.1821
TikTok,Music,Photo,78710,54844,6402,365,2991,0.1779
TikTok,Education,Video,72159,69840,19451,9234,9666,0.5491
TikTok,Tech,Video,125643,61285,10601,1150,2091,0.2259
Instagram,Education,Video,139969,64267,9249,4472,2628,0.2544
Facebook,Comedy,Photo,113640,96016,4229,1224,3708,0.0954
Instagram,Education,Video,155876,83888,11527,2408,5197,0.2281
Facebook,Tech,Photo,95123,91911,17940,758,1143,0.2159
Twitter,Challenge,Text,94165,93597,15002,1764,1147,0.1914
Instagram,Gaming,Video,175153,89889,13924,3105,6225,0.2587
Twitter,Education,Video,82444,73450,10181,238,6550,0.231
Twitter,Tech,Photo,140637,80740,7396,4890,1711,0.1734
TikTok,Fitness,Video,94467,89251,6414,5312,3132,0.1665
Facebook,Beauty,Photo,118464,82184,9274,511,55,0.1197
TikTok,Fitness,Video,122132,93217,7719,3854,7359,0.2031
Twitter,Comedy,Carrousel,133078,90894,12925,368,1433,0.162
Twitter,Fitness,Text,107398,82278,12731,1165,1460,0.1866
Facebook,Comedy,Carrousel,147175,50369,10597,2166,143,0.2562
TikTok,Beauty,Video,166250,86620,27969,11730,2464,0.4868
Twitter,Music,Video,169700,92393,13026,847,3484,0.1879
TikTok,Music,Video,60722,60601,5213,2188,3839,0.1855
Twitter,Gaming,Text,149295,92546,17123,6140,384,0.2555
Facebook,Tech,Text,179448,85417,13182,3905,3770,0.2442
Instagram,Fitness,Video,131692,88758,10674,3260,1450,0.1733
Twitter,Beauty,Video,87046,83889,11400,2194,2524,0.1921
TikTok,Gaming,Video,126990,80911,11060,104,5530,0.2063
Twitter,Tech,Video,132613,79214,6845,6824,676,0.1811
TikTok,Education,Video,93342,71778,10888,5552,1155,0.2451
Twitter,Challenge,Carrousel,154750,81344,9081,6309,4246,0.2414
Twitter,Education,Video,173865,78733,13396,2034,535,0.2028
Twitter,Music,Carrousel,169651,52734,7698,4066,456,0.2317
Facebook,Fitness,Photo,138674,46909,4498,1398,4072,0.2125
Instagram,Education,Video,127290,90075,5812,530,5042,0.1264
Facebook,Fitness,Carrousel,121023,61800,7367,695,3732,0.1908
Facebook,Gaming,Video,80440,74147,11705,154,7286,0.2582
TikTok,Comedy,Photo,109127,45583,5444,1571,2008,0.1979
Instagram,Comedy,Video,43534,40806,3315,802,2511,0.1624
TikTok,Music,Video,170594,84826,7112,2810,5778,0.1851
Twitter,Tech,Photo,122203,98701,10303,9210,1230,0.2102
Twitter,Challenge,Text,117110,99222,29382,15999,3402,0.4917
TikTok,Challenge,Video,100039,92255,10673,4033,8573,0.2523
Twitter,Gaming,Photo,138131,69773,12189,1568,837,0.2092
Facebook,Fitness,Text,140455,83081,14680,2553,1993,0.2314
Instagram,Fitness,Video,76061,72581,7099,4541,2436,0.1939
Twitter,Comedy,Video,132077,60823,9459,4922,1295,0.2577
Facebook,Gaming,Photo,162242,93614,9217,4249,978,0.1543
Twitter,Challenge,Carrousel,133150,93311,9546,1463,3428,0.1547
Facebook,Fitness,Video,144301,90838,7271,4020,6598,0.1969
Facebook,Education,Text,159584,96561,7061,327,491,0.0816
Instagram,Music,Video,117070,88406,19154,2720,890,0.2575
TikTok,Tech,Video,143365,87333,8272,3548,3195,0.1719
Twitter,Education,Video,155200,63865,11469,4260,225,0.2498
Twitter,Beauty,Carrousel,135967,97365,5145,648,4126,0.1019
TikTok,Gaming,Video,137393,60510,3924,1124,3268,0.1374
TikTok,Comedy,Video,178964,76416,8248,2817,1461,0.1639
Instagram,Tech,Video,73638,60570,10212,2851,1272,0.2367
Instagram,Education,Video,138041,96202,12106,3064,5319,0.213
Instagram,Music,Video,160155,74701,10106,1450,7154,0.2505
Twitter,Tech,Photo,150589,99754,14331,3601,5984,0.2397
Facebook,Beauty,Text,146350,96551,17957,5437,407,0.2465
Twitter,Beauty,Photo,138205,93893,3678,1257,948,0.0627
Facebook,Comedy,Carrousel,137782,90605,11433,4104,4595,0.2222
Instagram,Tech,Video,118582,91492,10517,527,1337,0.1353
Twitter,Beauty,Photo,114588,56316,5967,1632,729,0.1479
Facebook,Fitness,Text,72202,9254,6599,2064,6216,1.6078
TikTok,Education,Video,121651,89202,11010,1059,3892,0.1789
Facebook,Challenge,Photo,174931,83328,9483,4168,1427,0.1809
Instagram,Music,Video,178118,75190,10914,4840,3041,0.25
TikTok,Fitness,Video,157837,66686,5142,668,3254,0.1359
Facebook,Gaming,Photo,86340,82152,12338,1221,3129,0.2031
Twitter,Music,Photo,107598,94844,13031,2575,7203,0.2405
Twitter,Tech,Carrousel,91212,54424,8030,1485,3336,0.2361
Facebook,Education,Photo,72936,59496,5519,1497,3907,0.1836
Instagram,Music,Video,102980,84465,4038,2157,593,0.0804
Facebook,Gaming,Video,135865,97150,14158,2829,8188,0.2591
Twitter,Comedy,Photo,145796,89567,12479,691,6779,0.2227
TikTok,Tech,Video,158922,71005,14576,2903,14,0.2464
Instagram,Music,Video,179641,86737,9133,809,728,0.123
Instagram,Comedy,Video,158765,96704,10074,4654,2744,0.1807
TikTok,Beauty,Video,112864,78614,7160,6517,4951,0.237
Twitter,Gaming,Carrousel,176259,85490,8253,4860,4376,0.2046
Facebook,Comedy,Carrousel,176329,89578,14493,5236,2258,0.2455
Facebook,Education,Text,106475,97759,10157,9439,1188,0.2126
TikTok,Gaming,Video,67175,39140,24472,7832,1548,0.8649
Facebook,Music,Photo,137602,80650,2429,2334,1502,0.0777
TikTok,Education,Photo,174333,95183,15207,3016,4374,0.2374
Twitter,Beauty,Video,49468,48041,6842,1316,1268,0.1962
Instagram,Comedy,Video,103480,77158,11297,2044,6714,0.2599
Instagram,Fitness,Video,88596,12988,10590,5399,10172,2.0142
TikTok,Challenge,Video,119750,79836,8882,2338,7510,0.2346
Facebook,Comedy,Photo,147728,82712,12064,5212,3925,0.2563
Instagram,Gaming,Video,138031,91524,8140,359,4338,0.1403
Instagram,Fitness,Video,112554,5041,3024,1590,807,1.0754
Instagram,Challenge,Video,95773,73085,7288,4428,360,0.1652
Facebook,Fitness,Text,106529,95963,19118,1272,732,0.2201
Twitter,Comedy,Carrousel,137108,74602,10174,2963,2656,0.2117
TikTok,Beauty,Photo,98357,80857,9480,4870,400,0.1824
Twitter,Comedy,Text,140026,91389,12463,5760,369,0.2034
Instagram,Challenge,Video,109399,81639,6811,5918,422,0.1611
TikTok,Education,Video,96542,88192,10624,7494,1456,0.2219
Twitter,Gaming,Video,41673,37981,5448,1940,1880,0.244
Facebook,Gaming,Carrousel,167780,84767,11493,5922,4189,0.2549
Facebook,Comedy,Text,174145,84204,16381,888,3539,0.2471
TikTok,Education,Video,83522,82954,11691,4806,183,0.2011
Facebook,Education,Carrousel,166928,99918,16948,5561,3429,0.2596
Facebook,Fitness,Photo,168765,94641,13750,8591,1273,0.2495
Twitter,Fitness,Carrousel,95302,94968,14367,149,5996,0.216
Twitter,Challenge,Video,145148,45520,4268,2726,2377,0.2059
Instagram,Challenge,Video,149748,34145,22978,16064,6373,1.3301
Facebook,Tech,Carrousel,163306,91336,24626,3543,4790,0.3609
Instagram,Gaming,Video,126967,99803,11387,3930,10243,0.2561
Twitter,Music,Video,136279,84960,9627,912,6309,0.1983
Twitter,Tech,Photo,175006,98277,12117,2138,10499,0.2519
TikTok,Challenge,Video,127268,90035,17968,1133,163,0.214
Facebook,Gaming,Text,138321,95403,10862,5191,2265,0.192
Facebook,Music,Text,101338,69425,3862,3685,1427,0.1293
Instagram,Tech,Video,108838,94857,3877,1023,890,0.061
Instagram,Fitness,Carrousel,98949,89741,15181,5192,2227,0.2518
Facebook,Music,Photo,112005,86096,9839,5639,722,0.1882
Twitter,Education,Carrousel,128019,98839,6388,1239,2265,0.1001
Facebook,Fitness,Photo,168028,90827,18051,923,309,0.2123
Facebook,Fitness,Video,167636,94883,10528,5843,6790,0.2441
Facebook,Comedy,Carrousel,153549,95641,15919,4543,1965,0.2345
Instagram,Comedy,Video,113888,90230,22956,15802,9354,0.5332
TikTok,Fitness,Video,129361,83840,5568,3601,3977,0.1568
TikTok,Music,Video,108307,91730,10784,6295,3031,0.2192
Twitter,Tech,Carrousel,84142,48849,26085,18039,2198,0.9483
TikTok,Gaming,Video,78899,44077,21521,8857,7699,0.8639
TikTok,Challenge,Video,135963,58937,8338,2680,3030,0.2384
Twitter,Challenge,Video,98926,64135,11385,3589,1697,0.2599
Twitter,Beauty,Text,170706,75058,26338,3435,3059,0.4374
Twitter,Comedy,Text,95884,57065,11045,2182,7095,0.3561
Instagram,Fitness,Video,119520,63540,8143,5040,2330,0.2441
TikTok,Beauty,Video,78902,75100,8096,4809,3227,0.2148
Facebook,Education,Photo,129729,77055,7599,432,6818,0.1927
Instagram,Tech,Carrousel,166320,90423,3856,2160,922,0.0767
Instagram,Fitness,Video,94271,85228,12299,5825,4008,0.2597
Facebook,Fitness,Carrousel,158200,90569,8445,5110,8180,0.24
TikTok,Education,Video,94931,40636,27835,9977,1466,0.9666
TikTok,Gaming,Video,166081,91923,13557,1614,792,0.1737
Facebook,Beauty,Video,68771,59549,26522,14691,1944,0.7247
Twitter,Gaming,Carrousel,107680,69702,14452,2240,1000,0.2538
Instagram,Comedy,Photo,151621,93173,9097,6815,5239,0.227
Instagram,Fitness,Video,169272,71179,10315,754,6024,0.2401
Twitter,Gaming,Photo,106102,91233,9355,7292,4440,0.2311
TikTok,Education,Video,119879,59597,7718,24,2363,0.1696
TikTok,Music,Photo,148070,56530,7474,314,396,0.1448
TikTok,Gaming,Video,110544,69966,10715,393,2245,0.1908
Facebook,Beauty,Text,121049,99426,14859,1249,8731,0.2498
Facebook,Challenge,Carrousel,101825,71060,5303,4085,1862,0.1583
Twitter,Challenge,Carrousel,134047,79007,8149,7901,411,0.2083
Twitter,Tech,Video,84010,83297,16509,779,4067,0.2564
TikTok,Education,Video,131349,62307,5670,2711,1541,0.1592
Twitter,Challenge,Photo,141895,68934,6998,1000,2202,0.148
Instagram,Gaming,Video,104863,91027,14942,2087,28,0.1874
Twitter,Fitness,Carrousel,66947,53178,7090,4214,830,0.2282
Instagram,Comedy,Photo,140812,83533,12458,354,2715,0.1859
Instagram,Comedy,Video,130831,92137,14528,3576,305,0.1998
Instagram,Gaming,Photo,133601,76041,10430,2032,482,0.1702
Twitter,Challenge,Text,127495,92880,11448,2641,5631,0.2123
Twitter,Comedy,Carrousel,169979,99620,19797,987,1964,0.2283
TikTok,Education,Video,178524,98638,6362,4040,5647,0.1627
Instagram,Gaming,Video,131948,70962,29603,12969,1765,0.6248
Instagram,Gaming,Video,150896,69457,6947,3214,4927,0.2172
TikTok,Beauty,Video,54000,42547,5374,884,4542,0.2538
TikTok,Fitness,Video,146053,92699,16701,5145,647,0.2426
Twitter,Fitness,Video,121776,75729,13380,1055,3597,0.2381
Facebook,Gaming,Photo,165716,54695,4686,1602,1747,0.1469
TikTok,Tech,Video,135004,86974,14735,1902,4225,0.2399
Instagram,Education,Photo,176669,85424,10631,3259,8219,0.2588
Facebook,Beauty,Video,86646,52780,4799,1804,4069,0.2022
Facebook,Education,Text,106889,83336,7458,1117,5307,0.1666
Instagram,Fitness,Video,178926,52356,5680,321,773,0.1294
Instagram,Challenge,Video,109063,90299,12728,6404,1549,0.229
TikTok,Music,Video,141001,99046,8805,5808,2643,0.1742
Twitter,Beauty,Carrousel,71126,53279,5246,814,2182,0.1547
TikTok,Challenge,Photo,119200,86415,11791,705,7205,0.228
Instagram,Comedy,Video,161057,71670,8648,224,3492,0.1725
TikTok,Music,Video,63632,41978,4836,103,2855,0.1857
TikTok,Tech,Photo,141414,87370,12822,1351,5045,0.22
Facebook,Education,Video,165674,86291,7240,2247,2038,0.1336
Instagram,Education,Video,133369,99206,16542,6970,88,0.2379
TikTok,Beauty,Video,89126,86790,9772,9574,246,0.2257
Instagram,Education,Video,76682,29592,12170,605,8693,0.7255
Facebook,Challenge,Text,115262,62768,22325,14957,320,0.5991
Facebook,Music,Video,126755,99944,8072,3396,5772,0.1725
TikTok,Comedy,Video,139343,97852,6355,4112,1957,0.127
Twitter,Education,Text,64669,56350,12190,20,820,0.2312
Twitter,Comedy,Carrousel,101047,80972,7083,6800,2142,0.1979
Facebook,Beauty,Carrousel,105276,96139,10005,5989,8780,0.2577
Facebook,Gaming,Carrousel,175067,72968,5643,876,5360,0.1628
Instagram,Education,Video,112819,93634,9601,4229,7328,0.226
Instagram,Challenge,Video,101044,74365,6240,4291,4511,0.2023
Instagram,Beauty,Video,137348,74289,3399,1619,3315,0.1122
Instagram,Tech,Video,118258,76019,8283,1212,8234,0.2332
Twitter,Beauty,Carrousel,160822,95063,14265,1561,7811,0.2486
TikTok,Challenge,Video,131842,65240,4191,3664,180,0.1232
Instagram,Challenge,Carrousel,108278,84183,11161,2393,881,0.1715
Facebook,Challenge,Text,125158,60448,4504,460,2597,0.1251
TikTok,Beauty,Video,129429,86852,8361,4466,527,0.1538
Facebook,Education,Photo,106215,81547,16368,576,3141,0.2463
TikTok,Music,Photo,155891,83378,7790,4970,4883,0.2116
Twitter,Education,Text,112381,50362,8033,1747,3064,0.255
Instagram,Tech,Video,164836,84550,14062,3525,4096,0.2565
Facebook,Challenge,Video,97410,82970,20034,5450,2074,0.3321
Facebook,Fitness,Text,157053,57723,14495,8625,8991,0.5563
Twitter,Beauty,Video,177925,75326,2693,965,2591,0.083
Instagram,Beauty,Carrousel,90941,84813,3603,1405,1684,0.0789
Instagram,Fitness,Video,152235,65793,7947,3413,365,0.1782
Instagram,Fitness,Video,50212,44651,3570,2242,3296,0.204
Facebook,Challenge,Photo,103093,47105,4397,52,1520,0.1267
Twitter,Challenge,Video,140089,95782,10620,7316,3324,0.222
Facebook,Education,Photo,116679,67149,9930,2615,1585,0.2104
TikTok,Fitness,Video,86935,79491,5815,132,782,0.0847
TikTok,Music,Video,122184,69164,5787,3115,635,0.1379
Instagram,Tech,Video,98534,86482,7585,5343,6831,0.2285
TikTok,Tech,Video,107807,77855,5491,3850,5034,0.1846
TikTok,Tech,Video,151161,83172,11932,5840,2096,0.2389
Instagram,Comedy,Video,131307,37448,17598,2138,8746,0.7606
Instagram,Gaming,Video,117183,95222,14065,4972,5190,0.2544
Twitter,Fitness,Photo,109672,38917,2058,57,694,0.0722
TikTok,Comedy,Video,110306,65958,5777,5521,4955,0.2464
TikTok,Comedy,Video,165566,90313,6222,4950,3269,0.1599
Instagram,Beauty,Video,147285,83643,9358,7299,4453,0.2524
Instagram,Comedy,Video,84048,24190,18687,10676,10880,1.6636
Facebook,Education,Carrousel,45786,29497,19358,18017,8903,1.5689
Facebook,Education,Photo,136266,62788,4974,3764,1114,0.1569
Instagram,Gaming,Video,108340,90895,9973,2653,8758,0.2353
Facebook,Tech,Photo,123447,94415,7448,3083,5236,0.167
Twitter,Comedy,Photo,103005,77660,5410,4650,2730,0.1647
TikTok,Tech,Video,143672,93658,12469,1406,4799,0.1994
Twitter,Education,Text,92883,54498,4914,4084,4408,0.246
TikTok,Beauty,Video,141868,98452,9093,5298,3386,0.1806
Instagram,Tech,Video,178811,95938,11000,9700,3269,0.2498
Facebook,Music,Video,119297,84485,11389,5116,4768,0.2518
Instagram,Comedy,Video,94459,54565,4220,2148,3712,0.1847
Facebook,Tech,Photo,96212,73464,11514,2091,1670,0.2079
Instagram,Challenge,Video,106923,82985,10214,362,5762,0.1969
Instagram,Beauty,Carrousel,17363,1571,2774,1251,1275,3.3736
TikTok,Tech,Photo,105689,97627,9196,8443,1536,0.1964
Facebook,Challenge,Photo,113921,91159,9094,5968,3006,0.1982
Facebook,Gaming,Photo,122430,75373,6094,1563,173,0.1039
Twitter,Gaming,Text,171744,72627,9835,1195,1277,0.1695
Twitter,Education,Carrousel,106541,93628,12429,7770,2338,0.2407
TikTok,Tech,Photo,112237,90852,6389,1536,3677,0.1277
Twitter,Education,Carrousel,170028,93794,10379,7256,2032,0.2097
Twitter,Gaming,Carrousel,170341,28433,3186,944,2026,0.2165
Twitter,Beauty,Video,108897,93401,8227,3015,1064,0.1318
Instagram,Gaming,Carrousel,71862,52223,24529,18730,5429,0.9323
Instagram,Education,Video,160167,95176,17208,405,4643,0.2338
Twitter,Music,Text,92796,56202,11211,704,1334,0.2357
TikTok,Tech,Video,124231,98922,12225,2033,9394,0.2391
TikTok,Beauty,Video,125886,90028,8226,4601,1514,0.1593
TikTok,Fitness,Video,109338,74418,7527,4692,955,0.177
Facebook,Beauty,Carrousel,115535,88164,12196,8689,981,0.248
Instagram,Education,Carrousel,106164,89384,10386,3903,3852,0.203
Facebook,Education,Video,110186,93398,16675,3018,1938,0.2316
Facebook,Education,Carrousel,57146,17902,17591,16840,7769,2.3573
Facebook,Tech,Photo,157087,77531,15334,202,2350,0.2307
Twitter,Music,Video,107074,72606,4218,3374,4089,0.1609
Twitter,Beauty,Text,102345,97116,11848,5603,2846,0.209
Instagram,Beauty,Video,145504,79206,8738,1075,7332,0.2165
Instagram,Music,Video,161846,93922,14162,1297,4380,0.2112
TikTok,Beauty,Video,158290,66566,8276,2023,2695,0.1952
Twitter,Challenge,Text,132162,40371,5126,2130,1242,0.2105
Twitter,Tech,Carrousel,139367,65191,5465,5307,4045,0.2273
Facebook,Fitness,Text,101617,83732,10714,3284,3759,0.2121
Facebook,Tech,Photo,98072,93755,9107,5396,3558,0.1926
Facebook,Tech,Video,50416,24291,25059,8245,10889,1.8193
TikTok,Fitness,Video,102032,82647,13303,731,362,0.1742
Twitter,Music,Text,159871,90261,7502,1167,6622,0.1694
Twitter,Comedy,Video,137248,80492,9001,790,5777,0.1934
Twitter,Beauty,Video,108745,92396,10553,234,9013,0.2143
Instagram,Music,Video,165357,52883,7334,323,3064,0.2027
Instagram,Comedy,Video,154287,73425,5621,4903,2561,0.1782
Facebook,Education,Video,139891,99078,12534,1714,8201,0.2266
TikTok,Fitness,Video,178788,88721,9981,3414,4041,0.1965
Instagram,Tech,Video,98955,88827,11809,3450,867,0.1815
Facebook,Fitness,Photo,124309,43776,3877,2814,684,0.1685
Instagram,Beauty,Video,164626,67533,12783,2158,331,0.2261
Facebook,Comedy,Photo,179826,89153,12541,10230,296,0.2587
Twitter,Comedy,Text,93678,45232,7447,926,1418,0.2165
Instagram,Music,Video,109588,84203,9308,427,4620,0.1705
Instagram,Challenge,Photo,113024,90823,17219,1952,3693,0.2517
Instagram,Comedy,Video,155683,40804,6534,1629,416,0.2102
Facebook,Tech,Photo,157902,64246,6061,4693,4447,0.2366
Twitter,Comedy,Video,125982,86726,16718,3895,788,0.2468
Twitter,Tech,Text,129046,89258,14643,4101,2205,0.2347
Instagram,Education,Video,139371,88566,15531,603,5064,0.2393
Twitter,Fitness,Text,125006,75202,9114,1353,6547,0.2262
Facebook,Education,Video,123363,58393,9943,1429,1258,0.2163
TikTok,Comedy,Video,96867,73385,4611,3178,3049,0.1477
Facebook,Fitness,Video,159582,75176,12203,90,546,0.1708
Instagram,Music,Carrousel,174820,86965,8215,6142,7925,0.2562
Facebook,Comedy,Photo,83612,81500,14448,537,5594,0.2525
Facebook,Comedy,Video,52856,7535,7376,2810,2864,1.7319
Twitter,Tech,Carrousel,98382,96116,8111,4674,6424,0.1999
TikTok,Fitness,Video,51940,30038,4980,76,1361,0.2136
Twitter,Education,Carrousel,159174,99156,3330,3151,2995,0.0956
TikTok,Beauty,Video,122672,90732,10774,6565,1736,0.2102
Facebook,Comedy,Photo,49145,46524,4158,703,637,0.1182
Instagram,Tech,Video,122347,93485,10727,8053,2756,0.2304
Facebook,Education,Photo,46558,17837,11243,6518,3879,1.2132
Instagram,Gaming,Video,119263,52956,7957,1915,352,0.1931
Twitter,Comedy,Carrousel,143069,79022,5169,2636,2830,0.1346
Twitter,Tech,Photo,151409,48392,24194,17284,2343,0.9055
TikTok,Challenge,Video,119152,87350,11813,3424,5786,0.2407
Facebook,Challenge,Text,122083,93438,5249,2289,146,0.0822
Twitter,Tech,Text,88088,70340,19426,15517,387,0.5023
Instagram,Fitness,Video,123725,57866,5189,2148,2788,0.175
Twitter,Tech,Video,79298,70272,14070,2360,1439,0.2543
TikTok,Tech,Video,130481,97406,9108,1414,2066,0.1292
TikTok,Challenge,Video,140636,80281,10660,3301,542,0.1807
Facebook,Music,Text,159209,82446,11711,505,5302,0.2125
Facebook,Fitness,Photo,165998,91827,11001,1801,8267,0.2294
Facebook,Tech,Text,116874,98640,10982,5967,1853,0.1906
Instagram,Fitness,Video,159879,93592,11668,5204,4621,0.2296
Instagram,Gaming,Video,152301,96463,12638,6435,5818,0.258
Twitter,Challenge,Carrousel,101153,73381,8832,1397,4575,0.2017
Facebook,Beauty,Video,157720,85460,13858,2590,515,0.1985
Twitter,Music,Carrousel,70412,46591,5809,2747,1240,0.2103
Facebook,Gaming,Text,144365,92649,8765,598,3390,0.1376
Facebook,Tech,Carrousel,119119,85769,9152,941,4912,0.1749
Twitter,Music,Text,130701,98526,13914,1845,7311,0.2342
Twitter,Gaming,Carrousel,153197,69541,9076,5790,608,0.2225
Twitter,Music,Photo,104590,55756,19260,14353,2272,0.6436
Twitter,Beauty,Photo,125495,77336,11268,2255,909,0.1866
Twitter,Gaming,Photo,168491,81250,8713,6304,1339,0.2013
TikTok,Education,Video,103011,31920,4037,41,2329,0.2007
Facebook,Tech,Carrousel,102744,98942,10001,7559,6312,0.2413
Instagram,Fitness,Video,157885,74399,10095,4869,1793,0.2252
TikTok,Challenge,Video,78018,67134,8460,3860,2756,0.2246
Twitter,Music,Carrousel,131804,51226,8160,3532,44,0.2291
Instagram,Fitness,Video,136277,80887,6316,92,1789,0.1013
Instagram,Fitness,Carrousel,171353,85285,8863,734,1596,0.1312
Facebook,Education,Text,107891,52096,6526,439,4212,0.2145
Twitter,Gaming,Video,123127,95559,8212,2314,2239,0.1336
Instagram,Comedy,Video,162175,89863,9467,6276,3876,0.2183
Instagram,Beauty,Video,129349,73753,10896,2855,1110,0.2015
Twitter,Fitness,Video,171030,95241,14451,697,5466,0.2164
TikTok,Fitness,Video,112696,99885,9647,1770,8403,0.1984
Twitter,Music,Text,118632,26043,2593,2057,1561,0.2385
TikTok,Gaming,Video,139807,69623,5306,562,3482,0.1343
Facebook,Beauty,Video,145275,67396,23470,10019,3991,0.5561
Twitter,Challenge,Video,105480,30060,7785,5282,7122,0.6716
TikTok,Fitness,Video,139947,89795,8055,7964,6871,0.2549
Facebook,Comedy,Text,125474,89824,12218,1110,6581,0.2216
Instagram,Gaming,Photo,116217,99311,12141,8174,746,0.2121
TikTok,Music,Video,105271,68432,5319,3632,3712,0.185
TikTok,Comedy,Video,164209,72320,10121,1623,4585,0.2258
Instagram,Gaming,Video,113865,78909,10596,5912,3518,0.2538
Facebook,Beauty,Video,80469,74764,12518,779,868,0.1895
Instagram,Tech,Video,116399,91070,7695,4539,1385,0.1495
Twitter,Education,Carrousel,171366,63741,5725,71,4899,0.1678
Twitter,Music,Text,102759,91634,18463,1368,2803,0.247
Twitter,Comedy,Text,129019,97460,21814,822,523,0.2376
TikTok,Tech,Video,87388,84301,11904,6639,910,0.2308
TikTok,Tech,Video,154005,98591,17109,5000,1086,0.2353
Facebook,Tech,Photo,127992,73171,7698,6963,3503,0.2482
TikTok,Tech,Video,90589,33142,22496,17094,67,1.1966
TikTok,Education,Video,171216,88742,10432,574,1480,0.1407
Facebook,Challenge,Carrousel,97407,37251,4963,1308,1540,0.2097
Twitter,Tech,Video,91822,88008,9974,5847,2286,0.2057
TikTok,Challenge,Video,161825,91632,5385,1146,3875,0.1136
Twitter,Education,Video,102500,87943,6992,1656,1941,0.1204
TikTok,Gaming,Video,105529,81126,7654,4909,5143,0.2183
TikTok,Fitness,Video,86910,55613,3639,2576,3526,0.1752
TikTok,Challenge,Video,113274,49890,7548,1134,14,0.1743
TikTok,Comedy,Video,107282,91507,8666,1309,832,0.1181
TikTok,Gaming,Video,128766,88020,4437,802,3923,0.1041
Facebook,Education,Video,129231,86111,7393,4000,1866,0.154
Instagram,Tech,Video,95854,39123,6164,547,1574,0.2118
TikTok,Fitness,Photo,94494,70411,11238,4499,2475,0.2587
Twitter,Challenge,Carrousel,105250,92466,6404,164,1908,0.0917
Instagram,Music,Video,121475,96047,11046,493,995,0.1305
Facebook,Comedy,Photo,97630,71873,10261,2453,425,0.1828
TikTok,Fitness,Video,161039,90417,10001,8813,396,0.2125
Twitter,Beauty,Text,111619,90436,7749,2173,4415,0.1585
TikTok,Music,Video,173076,73885,26012,1659,4503,0.4355
TikTok,Gaming,Video,130560,79272,13976,1435,423,0.1997
Twitter,Gaming,Carrousel,135708,93920,6688,4038,3990,0.1567
Twitter,Comedy,Carrousel,149698,87764,10332,854,8165,0.2205
Twitter,Challenge,Photo,170988,93625,16678,827,992,0.1976
TikTok,Gaming,Video,155999,59874,9297,1499,4426,0.2542
Twitter,Fitness,Photo,128093,96629,24178,11485,9298,0.4653
Facebook,Fitness,Photo,93379,93018,13645,5870,2023,0.2315
Facebook,Gaming,Video,130760,98130,7854,1481,734,0.1026
Twitter,Gaming,Photo,128260,68380,18052,14054,6984,0.5717
Twitter,Fitness,Photo,162344,93822,7561,5930,641,0.1506
Twitter,Challenge,Photo,103949,67624,11475,2436,206,0.2088
Facebook,Comedy,Carrousel,150819,71534,6475,3448,4705,0.2045
Twitter,Challenge,Text,81624,80638,9306,3605,3159,0.1993
Instagram,Music,Video,123895,85679,7075,2675,7022,0.1958
Instagram,Comedy,Video,96465,90229,5287,4109,4690,0.1561
TikTok,Fitness,Video,177806,98177,9773,3332,780,0.1414
Twitter,Gaming,Text,117278,87824,8802,1791,943,0.1314
Instagram,Comedy,Video,179042,39270,1823,1469,1443,0.1206
TikTok,Beauty,Video,170282,38085,1929,1632,1435,0.1312
Instagram,Tech,Photo,169560,93240,19102,3223,7296,0.3177
Facebook,Beauty,Carrousel,98544,64978,9245,4007,2365,0.2403
Twitter,Music,Photo,103612,86446,4769,673,2894,0.0964
Facebook,Education,Carrousel,161537,92128,15787,6730,511,0.25
Instagram,Music,Video,149666,78970,10018,2600,7371,0.2531
Facebook,Music,Carrousel,175178,94877,18284,1686,3444,0.2468
Facebook,Gaming,Text,87982,63686,7164,3306,5256,0.2469
Twitter,Beauty,Carrousel,148864,35444,16413,5466,3968,0.7292
TikTok,Education,Video,60687,45625,5082,2818,598,0.1863
TikTok,Beauty,Video,165940,99938,20801,883,3253,0.2495
Instagram,Challenge,Video,115535,69140,4215,806,2236,0.105
Twitter,Education,Text,93572,77654,19446,12081,6240,0.4863
Twitter,Fitness,Text,152937,54343,4222,3781,2580,0.1947
Facebook,Tech,Carrousel,87515,81454,29101,11375,4074,0.5469
